hospital,date,ed_trolleys,ward_trolleys,total_trolleys,surge_open,delayed_transfers,over_24hrs_on_trolleys,over_75yrs_over_24hrs
St. Vincent's University Hospital,2025-03-03,29,9,38,40,38,1,3
Tipperary University Hospital,2025-03-03,3,0,3,19,11,1,0
UH Waterford,2025-03-03,0,0,0,16,25,0,0
Wexford General Hospital,2025-03-03,4,6,10,27,10,0,0
Bantry General Hospital,2025-03-03,27,2,29,20,29,0,0
Cork University Hospital,2025-03-03,27,2,29,20,29,2,0
Mallow General Hospital,2025-03-03,4,10,6,16,4,0,0
Mercy University Hospital,2025-03-03,10,6,16,16,16,1,0
South Infirmary Victoria University Hospital,2025-03-03,18,0,18,10,18,0,0
UH Kerry,2025-03-03,18,0,18,10,18,1,0
Ennis Hospital,2025-03-03,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-03,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-03,6,10,47,57,6,0,0
UH Limerick,2025-03-03,10,47,57,52,57,0,0
Galway University Hospital,2025-03-03,23,10,33,22,33,10,1
Letterkenny University Hospital,2025-03-03,10,8,18,17,18,4,0
Mayo University Hospital,2025-03-03,13,16,29,19,29,0,6
Portiuncula University Hospital,2025-03-03,6,0,7,2,2,0,0
Roscommon University Hospital,2025-03-03,9,7,13,20,9,0,0
Sligo University Hospital,2025-03-03,7,13,20,22,20,10,0
Beaumont Hospital,2025-03-04,9,0,9,22,0,0,6
Cavan General Hospital,2025-03-04,6,0,6,4,0,0,0
Connolly Hospital,2025-03-04,0,0,0,0,0,0,0
Louth County Hospital,2025-03-04,9,0,9,25,0,0,0
Mater Misericordiae University Hospital,2025-03-04,9,0,9,25,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-04,23,0,23,50,23,0,0
Our Lady of Lourdes Hospital,2025-03-04,23,0,23,50,23,0,1
Our Lady's Hospital Navan,2025-03-04,1,0,22,0,0,0,0
CHI at Crumlin,2025-03-04,2,0,0,4,4,0,1
CHI at Tallaght,2025-03-04,1,0,0,0,0,1,0
CHI at Temple Street,2025-03-04,1,0,1,0,0,0,6
MRH Mullingar,2025-03-04,6,0,6,24,5,0,0
MRH Portlaoise,2025-03-04,4,0,4,11,0,0,0
MRH Tullamore,2025-03-04,0,0,0,39,8,0,0
Naas General Hospital,2025-03-04,15,1,16,17,16,0,2
St. James's Hospital,2025-03-04,2,0,2,11,24,0,0
St. Luke's Radiation Oncology Network,2025-03-04,19,8,27,31,27,0,0
Tallaght University Hospital,2025-03-04,19,8,27,31,27,1,0
National Rehabilitation Hospital,2025-03-04,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-04,0,0,0,10,0,0,0
St Luke's General Hospital Kilkenny,2025-03-04,0,0,0,10,11,0,0
St. Michael's Hospital,2025-03-04,28,14,42,40,42,0,0
St. Vincent's University Hospital,2025-03-04,28,14,42,40,42,5,1
Tipperary University Hospital,2025-03-04,1,0,1,20,14,1,0
UH Waterford,2025-03-04,0,0,0,15,25,0,0
Wexford General Hospital,2025-03-04,2,0,2,23,0,0,0
Bantry General Hospital,2025-03-04,17,6,23,17,23,0,0
Cork University Hospital,2025-03-04,17,6,23,17,23,2,0
Mallow General Hospital,2025-03-04,5,9,6,15,5,0,0
Mercy University Hospital,2025-03-04,9,6,15,17,15,5,0
South Infirmary Victoria University Hospital,2025-03-04,13,0,13,11,13,0,0
UH Kerry,2025-03-04,13,0,13,11,13,1,0
Ennis Hospital,2025-03-04,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-04,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-04,7,15,42,57,7,0,0
UH Limerick,2025-03-04,15,42,57,39,57,0,0
Galway University Hospital,2025-03-04,19,13,32,25,32,5,1
Letterkenny University Hospital,2025-03-04,11,6,17,11,17,3,0
Mayo University Hospital,2025-03-04,5,16,21,14,21,14,0
Portiuncula University Hospital,2025-03-04,10,0,10,14,10,0,0
Roscommon University Hospital,2025-03-04,11,15,6,21,11,0,0
Sligo University Hospital,2025-03-04,15,6,21,18,21,4,1
Beaumont Hospital,2025-03-05,22,0,22,25,22,0,0
Cavan General Hospital,2025-03-05,5,0,5,4,0,0,0
Connolly Hospital,2025-03-05,0,0,0,0,0,0,0
Louth County Hospital,2025-03-05,0,0,0,24,0,0,0
Mater Misericordiae University Hospital,2025-03-05,0,0,0,24,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-05,16,0,16,42,16,0,0
Our Lady of Lourdes Hospital,2025-03-05,16,0,16,42,16,0,0
Our Lady's Hospital Navan,2025-03-05,0,0,0,19,0,0,0
CHI at Crumlin,2025-03-05,1,0,0,4,4,0,0
CHI at Tallaght,2025-03-05,0,0,0,0,0,0,3
CHI at Temple Street,2025-03-05,3,0,0,0,0,5,1
MRH Mullingar,2025-03-05,5,1,6,24,5,0,0
MRH Portlaoise,2025-03-05,0,0,0,12,9,0,0
MRH Tullamore,2025-03-05,0,0,0,41,8,0,0
Naas General Hospital,2025-03-05,14,2,16,17,16,0,3
St. James's Hospital,2025-03-05,3,0,3,11,22,0,0
St. Luke's Radiation Oncology Network,2025-03-05,22,10,32,31,32,0,0
Tallaght University Hospital,2025-03-05,22,10,32,31,32,0,0
National Rehabilitation Hospital,2025-03-05,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-05,4,0,0,0,4,0,0
St Luke's General Hospital Kilkenny,2025-03-05,0,0,0,5,10,0,0
St. Michael's Hospital,2025-03-05,32,17,49,40,49,0,0
St. Vincent's University Hospital,2025-03-05,32,17,49,40,49,6,2
Tipperary University Hospital,2025-03-05,2,0,2,19,18,0,0
UH Waterford,2025-03-05,0,0,0,15,24,0,0
Wexford General Hospital,2025-03-05,2,0,2,18,0,0,0
Bantry General Hospital,2025-03-05,19,7,26,23,26,0,0
Cork University Hospital,2025-03-05,19,7,26,23,26,0,0
Mallow General Hospital,2025-03-05,6,12,1,13,6,0,0
Mercy University Hospital,2025-03-05,12,1,13,16,13,1,0
South Infirmary Victoria University Hospital,2025-03-05,11,0,11,0,11,0,0
UH Kerry,2025-03-05,11,0,11,0,11,0,0
Ennis Hospital,2025-03-05,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-05,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-05,8,19,40,59,8,0,0
UH Limerick,2025-03-05,19,40,59,40,59,0,0
Galway University Hospital,2025-03-05,23,20,43,22,43,7,0
Letterkenny University Hospital,2025-03-05,11,3,14,9,14,3,0
Mayo University Hospital,2025-03-05,5,9,14,10,14,3,0
Portiuncula University Hospital,2025-03-05,4,0,4,6,0,0,0
Roscommon University Hospital,2025-03-05,9,9,7,16,9,0,0
Sligo University Hospital,2025-03-05,9,7,16,14,16,3,1
Beaumont Hospital,2025-03-06,7,0,7,25,21,0,0
Cavan General Hospital,2025-03-06,7,0,5,0,0,0,0
Connolly Hospital,2025-03-06,0,0,0,0,0,0,0
Louth County Hospital,2025-03-06,7,0,7,23,0,0,0
Mater Misericordiae University Hospital,2025-03-06,7,0,7,23,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-06,13,0,41,0,0,0,0
Our Lady of Lourdes Hospital,2025-03-06,13,0,41,0,0,0,0
Our Lady's Hospital Navan,2025-03-06,0,0,0,19,0,0,0
CHI at Crumlin,2025-03-06,4,0,4,0,4,0,0
CHI at Tallaght,2025-03-06,0,0,0,0,10,0,10
CHI at Temple Street,2025-03-06,10,0,10,0,10,0,8
MRH Mullingar,2025-03-06,8,0,24,5,5,0,1
MRH Portlaoise,2025-03-06,1,0,1,8,0,0,0
MRH Tullamore,2025-03-06,0,0,0,33,8,0,0
Naas General Hospital,2025-03-06,8,2,10,15,10,0,1
St. James's Hospital,2025-03-06,1,0,1,4,23,0,0
St. Luke's Radiation Oncology Network,2025-03-06,20,6,26,31,26,0,0
Tallaght University Hospital,2025-03-06,20,6,26,31,26,0,0
National Rehabilitation Hospital,2025-03-06,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-06,3,0,3,7,0,0,0
St Luke's General Hospital Kilkenny,2025-03-06,3,0,3,7,11,0,0
St. Michael's Hospital,2025-03-06,31,12,43,40,43,0,0
St. Vincent's University Hospital,2025-03-06,31,12,43,40,43,1,2
Tipperary University Hospital,2025-03-06,2,0,2,15,14,1,0
UH Waterford,2025-03-06,0,0,0,7,0,0,2
Wexford General Hospital,2025-03-06,2,0,2,16,0,0,0
Bantry General Hospital,2025-03-06,13,3,16,14,16,0,0
Cork University Hospital,2025-03-06,13,3,16,14,16,0,0
Mallow General Hospital,2025-03-06,5,9,1,10,5,0,0
Mercy University Hospital,2025-03-06,9,1,10,16,10,0,0
South Infirmary Victoria University Hospital,2025-03-06,9,3,12,14,12,0,0
UH Kerry,2025-03-06,9,3,12,14,12,0,0
Ennis Hospital,2025-03-06,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-06,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-06,8,16,34,50,8,0,0
UH Limerick,2025-03-06,16,34,50,40,50,0,0
Galway University Hospital,2025-03-06,16,13,29,22,29,16,2
Letterkenny University Hospital,2025-03-06,6,5,11,10,11,3,0
Mayo University Hospital,2025-03-06,4,8,12,10,12,4,0
Portiuncula University Hospital,2025-03-06,0,0,0,5,0,0,0
Roscommon University Hospital,2025-03-06,12,3,4,10,12,0,0
Sligo University Hospital,2025-03-06,3,4,10,31,31,0,0
Beaumont Hospital,2025-03-07,12,0,25,19,19,0,0
Cavan General Hospital,2025-03-07,0,0,0,2,0,0,0
Connolly Hospital,2025-03-07,0,0,0,0,0,0,0
Louth County Hospital,2025-03-07,5,0,5,20,0,0,0
Mater Misericordiae University Hospital,2025-03-07,5,0,5,20,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-07,0,0,0,32,0,0,0
Our Lady of Lourdes Hospital,2025-03-07,0,0,0,32,0,0,1
Our Lady's Hospital Navan,2025-03-07,1,0,21,0,0,0,0
CHI at Crumlin,2025-03-07,1,0,0,4,4,0,2
CHI at Tallaght,2025-03-07,2,0,0,0,5,5,0
CHI at Temple Street,2025-03-07,5,0,5,1,5,0,7
MRH Mullingar,2025-03-07,7,0,24,5,5,0,0
MRH Portlaoise,2025-03-07,0,0,0,9,10,0,0
MRH Tullamore,2025-03-07,0,0,0,16,8,0,0
Naas General Hospital,2025-03-07,4,1,5,10,2,0,8
St. James's Hospital,2025-03-07,8,0,8,4,22,0,0
St. Luke's Radiation Oncology Network,2025-03-07,14,7,21,31,21,0,0
Tallaght University Hospital,2025-03-07,14,7,21,31,21,0,0
National Rehabilitation Hospital,2025-03-07,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-07,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2025-03-07,0,0,0,7,11,0,0
St. Michael's Hospital,2025-03-07,26,10,36,46,36,0,0
St. Vincent's University Hospital,2025-03-07,26,10,36,46,36,1,0
Tipperary University Hospital,2025-03-07,0,0,0,2,13,0,0
UH Waterford,2025-03-07,0,0,0,6,26,0,0
Wexford General Hospital,2025-03-07,1,2,3,18,0,0,0
Bantry General Hospital,2025-03-07,6,3,9,18,0,0,0
Cork University Hospital,2025-03-07,6,3,9,18,23,0,0
Mallow General Hospital,2025-03-07,7,11,1,12,7,0,0
Mercy University Hospital,2025-03-07,11,1,12,16,12,0,0
South Infirmary Victoria University Hospital,2025-03-07,8,3,11,14,11,0,0
UH Kerry,2025-03-07,8,3,11,14,11,1,0
Ennis Hospital,2025-03-07,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-07,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-07,8,13,34,47,8,0,0
UH Limerick,2025-03-07,13,34,47,34,47,0,0
Galway University Hospital,2025-03-07,7,10,17,22,17,7,0
Letterkenny University Hospital,2025-03-07,8,3,11,9,11,0,0
Mayo University Hospital,2025-03-07,3,3,6,8,13,1,0
Portiuncula University Hospital,2025-03-07,2,0,2,0,0,0,0
Roscommon University Hospital,2025-03-07,11,1,6,10,11,0,0
Sligo University Hospital,2025-03-07,1,6,10,28,28,0,0
Beaumont Hospital,2025-03-08,0,0,0,15,0,0,0
Cavan General Hospital,2025-03-08,0,0,0,4,0,0,0
Connolly Hospital,2025-03-08,0,0,0,0,0,0,0
Louth County Hospital,2025-03-08,1,0,1,10,0,0,0
Mater Misericordiae University Hospital,2025-03-08,1,0,1,10,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-08,0,0,0,20,0,0,0
Our Lady of Lourdes Hospital,2025-03-08,0,0,0,20,0,0,0
Our Lady's Hospital Navan,2025-03-08,0,0,0,11,0,0,0
CHI at Crumlin,2025-03-08,1,0,0,4,4,0,0
CHI at Tallaght,2025-03-08,0,0,0,0,6,0,6
CHI at Temple Street,2025-03-08,6,0,6,0,6,0,1
MRH Mullingar,2025-03-08,1,0,1,15,5,0,0
MRH Portlaoise,2025-03-08,1,0,1,11,0,0,0
MRH Tullamore,2025-03-08,0,0,0,14,8,0,0
Naas General Hospital,2025-03-08,4,0,4,0,9,0,0
St. James's Hospital,2025-03-08,5,0,5,5,22,0,0
St. Luke's Radiation Oncology Network,2025-03-08,8,0,8,25,0,0,0
Tallaght University Hospital,2025-03-08,8,0,8,25,0,0,0
National Rehabilitation Hospital,2025-03-08,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-08,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2025-03-08,0,0,0,7,11,0,0
St. Michael's Hospital,2025-03-08,19,1,20,40,20,0,0
St. Vincent's University Hospital,2025-03-08,19,1,20,40,20,0,0
Tipperary University Hospital,2025-03-08,0,0,0,0,11,0,0
UH Waterford,2025-03-08,0,0,0,0,26,0,0
Wexford General Hospital,2025-03-08,4,1,5,14,1,0,0
Bantry General Hospital,2025-03-08,0,0,0,10,0,0,0
Cork University Hospital,2025-03-08,0,0,0,10,0,0,0
Mallow General Hospital,2025-03-08,6,1,0,1,6,0,0
Mercy University Hospital,2025-03-08,1,0,1,16,22,0,0
South Infirmary Victoria University Hospital,2025-03-08,8,0,10,0,0,0,0
UH Kerry,2025-03-08,8,0,10,27,27,0,0
Ennis Hospital,2025-03-08,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-08,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-08,8,17,32,49,8,0,0
UH Limerick,2025-03-08,17,32,49,44,49,0,0
Galway University Hospital,2025-03-08,20,7,27,22,27,3,0
Letterkenny University Hospital,2025-03-08,7,4,11,4,11,1,0
Mayo University Hospital,2025-03-08,3,0,3,3,13,0,0
Portiuncula University Hospital,2025-03-08,0,0,0,0,9,0,0
Roscommon University Hospital,2025-03-08,9,4,0,4,9,0,0
Sligo University Hospital,2025-03-08,4,0,4,9,25,0,0
Beaumont Hospital,2025-03-09,7,0,7,22,0,0,1
Cavan General Hospital,2025-03-09,1,0,1,4,0,0,0
Connolly Hospital,2025-03-09,0,0,0,0,0,0,0
Louth County Hospital,2025-03-09,4,0,4,11,0,0,0
Mater Misericordiae University Hospital,2025-03-09,4,0,4,11,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-09,7,0,7,27,0,0,0
Our Lady of Lourdes Hospital,2025-03-09,7,0,7,27,0,0,0
Our Lady's Hospital Navan,2025-03-09,0,0,0,11,0,0,0
CHI at Crumlin,2025-03-09,1,0,0,4,4,0,0
CHI at Tallaght,2025-03-09,0,0,0,0,0,0,3
CHI at Temple Street,2025-03-09,3,0,0,0,0,0,0
MRH Mullingar,2025-03-09,0,0,0,18,5,0,0
MRH Portlaoise,2025-03-09,0,0,0,14,0,0,0
MRH Tullamore,2025-03-09,0,0,0,15,8,0,0
Naas General Hospital,2025-03-09,5,0,5,6,1,0,6
St. James's Hospital,2025-03-09,6,0,6,10,22,0,0
St. Luke's Radiation Oncology Network,2025-03-09,19,3,22,31,22,0,0
Tallaght University Hospital,2025-03-09,19,3,22,31,22,0,0
National Rehabilitation Hospital,2025-03-09,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-09,0,0,0,8,0,0,0
St Luke's General Hospital Kilkenny,2025-03-09,0,0,0,8,11,0,0
St. Michael's Hospital,2025-03-09,22,2,24,40,24,0,0
St. Vincent's University Hospital,2025-03-09,22,2,24,40,24,0,0
Tipperary University Hospital,2025-03-09,0,0,0,0,11,0,0
UH Waterford,2025-03-09,0,0,0,0,26,0,0
Wexford General Hospital,2025-03-09,1,1,2,16,0,0,0
Bantry General Hospital,2025-03-09,0,0,0,13,0,0,0
Cork University Hospital,2025-03-09,0,0,0,13,0,0,0
Mallow General Hospital,2025-03-09,6,1,0,1,6,0,0
Mercy University Hospital,2025-03-09,1,0,1,16,22,0,0
South Infirmary Victoria University Hospital,2025-03-09,10,5,15,10,15,0,0
UH Kerry,2025-03-09,10,5,15,10,15,1,0
Ennis Hospital,2025-03-09,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-09,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-09,8,12,36,48,8,0,0
UH Limerick,2025-03-09,12,36,48,48,48,0,0
Galway University Hospital,2025-03-09,16,11,27,26,27,6,1
Letterkenny University Hospital,2025-03-09,7,6,13,9,13,4,0
Mayo University Hospital,2025-03-09,3,10,13,8,13,2,0
Portiuncula University Hospital,2025-03-09,2,0,2,0,9,0,0
Roscommon University Hospital,2025-03-09,9,0,2,2,9,0,0
Sligo University Hospital,2025-03-09,0,2,2,14,25,0,0
Beaumont Hospital,2025-03-10,25,0,25,35,25,0,2
Cavan General Hospital,2025-03-10,2,0,2,3,0,0,0
Connolly Hospital,2025-03-10,0,0,0,0,0,0,0
Louth County Hospital,2025-03-10,23,0,23,21,23,0,0
Mater Misericordiae University Hospital,2025-03-10,23,0,23,21,23,0,0
National Orthopaedic Hospital Cappagh,2025-03-10,11,0,27,0,0,0,0
Our Lady of Lourdes Hospital,2025-03-10,11,0,27,0,3,3,0
Our Lady's Hospital Navan,2025-03-10,3,0,3,15,3,0,0
CHI at Crumlin,2025-03-10,3,0,0,4,4,0,4
CHI at Tallaght,2025-03-10,4,0,4,0,4,0,1
CHI at Temple Street,2025-03-10,1,0,1,0,0,0,3
MRH Mullingar,2025-03-10,3,1,4,24,5,0,0
MRH Portlaoise,2025-03-10,0,0,0,15,0,0,0
MRH Tullamore,2025-03-10,0,0,0,16,8,0,0
Naas General Hospital,2025-03-10,15,0,15,14,15,0,27
St. James's Hospital,2025-03-10,27,0,27,11,27,1,0
St. Luke's Radiation Oncology Network,2025-03-10,35,4,39,31,39,0,0
Tallaght University Hospital,2025-03-10,35,4,39,31,39,0,0
National Rehabilitation Hospital,2025-03-10,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-10,3,0,3,8,0,0,0
St Luke's General Hospital Kilkenny,2025-03-10,3,0,3,8,11,0,0
St. Michael's Hospital,2025-03-10,28,8,36,40,36,0,0
St. Vincent's University Hospital,2025-03-10,28,8,36,40,36,2,2
Tipperary University Hospital,2025-03-10,2,0,2,4,11,0,0
UH Waterford,2025-03-10,0,0,0,6,26,0,0
Wexford General Hospital,2025-03-10,2,4,6,23,1,0,0
Bantry General Hospital,2025-03-10,6,0,6,17,0,0,0
Cork University Hospital,2025-03-10,6,0,6,17,0,0,0
Mallow General Hospital,2025-03-10,6,2,3,16,6,0,0
Mercy University Hospital,2025-03-10,2,3,16,22,22,0,0
South Infirmary Victoria University Hospital,2025-03-10,13,8,21,10,21,0,0
UH Kerry,2025-03-10,13,8,21,10,21,9,3
Ennis Hospital,2025-03-10,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-10,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-10,8,14,46,60,8,0,0
UH Limerick,2025-03-10,14,46,60,28,60,0,0
Galway University Hospital,2025-03-10,27,17,44,22,44,14,0
Letterkenny University Hospital,2025-03-10,18,9,27,18,27,5,1
Mayo University Hospital,2025-03-10,11,15,26,12,26,10,0
Portiuncula University Hospital,2025-03-10,2,0,2,0,9,0,0
Roscommon University Hospital,2025-03-10,9,4,7,11,9,0,0
Sligo University Hospital,2025-03-10,4,7,11,11,11,0,0
Beaumont Hospital,2025-03-11,18,0,18,35,18,0,0
Cavan General Hospital,2025-03-11,5,0,5,4,0,0,5
Connolly Hospital,2025-03-11,5,0,5,5,0,0,0
Louth County Hospital,2025-03-11,14,0,26,0,0,0,0
Mater Misericordiae University Hospital,2025-03-11,14,0,26,0,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-11,18,0,18,28,18,0,0
Our Lady of Lourdes Hospital,2025-03-11,18,0,18,28,18,0,1
Our Lady's Hospital Navan,2025-03-11,1,0,15,0,0,0,0
CHI at Crumlin,2025-03-11,3,0,0,4,4,0,2
CHI at Tallaght,2025-03-11,2,0,0,0,4,4,0
CHI at Temple Street,2025-03-11,4,0,4,0,4,0,1
MRH Mullingar,2025-03-11,1,0,1,15,5,0,0
MRH Portlaoise,2025-03-11,4,0,4,16,0,0,0
MRH Tullamore,2025-03-11,0,0,0,19,8,0,0
Naas General Hospital,2025-03-11,9,0,14,9,9,0,6
St. James's Hospital,2025-03-11,6,0,6,18,21,0,0
St. Luke's Radiation Oncology Network,2025-03-11,27,15,42,31,42,0,0
Tallaght University Hospital,2025-03-11,27,15,42,31,42,0,0
National Rehabilitation Hospital,2025-03-11,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-11,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2025-03-11,0,0,0,7,9,0,0
St. Michael's Hospital,2025-03-11,26,6,32,40,32,0,0
St. Vincent's University Hospital,2025-03-11,26,6,32,40,32,1,4
Tipperary University Hospital,2025-03-11,4,0,4,9,11,1,0
UH Waterford,2025-03-11,0,0,0,8,24,0,0
Wexford General Hospital,2025-03-11,0,3,3,25,0,0,0
Bantry General Hospital,2025-03-11,13,0,16,0,0,0,0
Cork University Hospital,2025-03-11,13,0,16,26,26,0,0
Mallow General Hospital,2025-03-11,6,1,2,3,6,0,0
Mercy University Hospital,2025-03-11,1,2,3,16,22,0,0
South Infirmary Victoria University Hospital,2025-03-11,10,8,18,11,18,0,0
UH Kerry,2025-03-11,10,8,18,11,18,2,0
Ennis Hospital,2025-03-11,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-11,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-11,8,18,48,66,8,0,0
UH Limerick,2025-03-11,18,48,66,37,66,0,0
Galway University Hospital,2025-03-11,28,15,43,26,43,11,2
Letterkenny University Hospital,2025-03-11,10,9,19,22,19,3,0
Mayo University Hospital,2025-03-11,7,16,23,15,23,15,0
Portiuncula University Hospital,2025-03-11,2,0,2,0,9,0,0
Roscommon University Hospital,2025-03-11,8,9,11,20,8,0,0
Sligo University Hospital,2025-03-11,9,11,20,11,20,1,0
Beaumont Hospital,2025-03-12,12,0,25,0,0,0,0
Cavan General Hospital,2025-03-12,0,0,0,4,0,0,0
Connolly Hospital,2025-03-12,0,0,0,10,0,0,0
Louth County Hospital,2025-03-12,5,0,5,22,0,0,0
Mater Misericordiae University Hospital,2025-03-12,5,0,5,22,0,0,0
National Orthopaedic Hospital Cappagh,2025-03-12,25,0,25,26,25,0,0
Our Lady of Lourdes Hospital,2025-03-12,25,0,25,26,25,0,0
Our Lady's Hospital Navan,2025-03-12,0,0,0,11,0,0,0
CHI at Crumlin,2025-03-12,3,0,0,4,4,0,1
CHI at Tallaght,2025-03-12,1,0,0,0,0,2,0
CHI at Temple Street,2025-03-12,2,0,1,0,0,0,0
MRH Mullingar,2025-03-12,0,0,0,14,7,0,0
MRH Portlaoise,2025-03-12,4,0,4,12,0,0,0
MRH Tullamore,2025-03-12,0,0,0,29,7,0,0
Naas General Hospital,2025-03-12,7,0,14,2,2,4,0
St. James's Hospital,2025-03-12,4,0,4,15,21,0,0
St. Luke's Radiation Oncology Network,2025-03-12,14,16,30,31,30,0,0
Tallaght University Hospital,2025-03-12,14,16,30,31,30,0,0
National Rehabilitation Hospital,2025-03-12,0,0,0,0,0,0,0
St. Columcille's Hospital,2025-03-12,0,0,0,7,0,0,0
St Luke's General Hospital Kilkenny,2025-03-12,0,0,0,7,9,0,0
St. Michael's Hospital,2025-03-12,22,3,25,40,25,0,0
St. Vincent's University Hospital,2025-03-12,22,3,25,40,25,2,0
Tipperary University Hospital,2025-03-12,7,0,14,14,14,0,0
UH Waterford,2025-03-12,0,0,0,2,21,0,0
Wexford General Hospital,2025-03-12,0,1,1,33,0,0,0
Bantry General Hospital,2025-03-12,5,10,3,16,5,0,0
Cork University Hospital,2025-03-12,10,3,16,22,22,0,0
Mallow General Hospital,2025-03-12,6,2,5,7,6,0,0
Mercy University Hospital,2025-03-12,2,5,7,16,7,0,0
South Infirmary Victoria University Hospital,2025-03-12,8,5,13,10,13,0,0
UH Kerry,2025-03-12,8,5,13,10,13,1,0
Ennis Hospital,2025-03-12,0,0,0,0,0,0,0
Nenagh Hospital,2025-03-12,0,0,0,0,0,0,0
St. John's Hospital Limerick,2025-03-12,8,15,47,62,8,0,0
UH Limerick,2025-03-12,15,47,62,36,62,0,0
Galway University Hospital,2025-03-12,20,12,32,22,32,7,0
Letterkenny University Hospital,2025-03-12,22,8,30,22,30,2,0
Mayo University Hospital,2025-03-12,8,15,23,15,23,13,0
Portiuncula University Hospital,2025-03-12,0,0,0,0,8,0,0
Roscommon University Hospital,2025-03-12,7,11,7,18,7,0,0
Sligo University Hospital,2025-03-12,11,7,18,12,18,3,0
Beaumont Hospital,,0,0,0,21,0,0,0
Cavan General Hospital,,0,0,0,0,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
Louth County Hospital,,8,0,8,22,0,0,0
Mater Misericordiae University Hospital,,8,0,8,22,0,0,0
National Orthopaedic Hospital Cappagh,,25,0,25,40,25,0,0
Our Lady of Lourdes Hospital,,25,0,25,40,25,0,0
Our Lady's Hospital Navan,,0,0,0,0,0,0,0
CHI at Crumlin,,5,0,5,0,5,0,0
CHI at Tallaght,,3,0,0,0,12,12,0
CHI at Temple Street,,12,0,12,2,12,0,1
MRH Mullingar,,1,0,1,16,6,0,0
MRH Portlaoise,,4,0,4,18,0,0,0
MRH Tullamore,,0,0,0,26,7,0,0
Naas General Hospital,,7,0,11,3,3,10,0
St. James's Hospital,,10,0,10,25,25,0,0
St. Luke's Radiation Oncology Network,,14,4,18,37,18,0,0
Tallaght University Hospital,,14,4,18,37,18,0,0
National Rehabilitation Hospital,,0,0,0,0,0,0,0
St. Columcille's Hospital,,0,0,0,3,0,0,0
St Luke's General Hospital Kilkenny,,0,0,0,3,11,0,0
St. Michael's Hospital,,27,2,29,40,29,0,0
St. Vincent's University Hospital,,27,2,29,40,29,3,9
Tipperary University Hospital,,9,0,16,16,16,0,0
UH Waterford,,0,0,0,5,0,0,0
Wexford General Hospital,,0,4,4,22,0,0,0
Bantry General Hospital,,11,3,16,0,0,0,0
Cork University Hospital,,11,3,16,22,22,0,0
Mallow General Hospital,,7,6,4,10,7,0,0
Mercy University Hospital,,6,4,10,16,10,0,0
South Infirmary Victoria University Hospital,,8,0,10,0,0,0,0
UH Kerry,,8,0,10,26,26,0,0
Ennis Hospital,,0,0,0,0,0,0,0
Nenagh Hospital,,0,0,0,0,0,0,0
St. John's Hospital Limerick,,10,13,37,50,10,0,0
UH Limerick,,13,37,50,35,50,0,0
Galway University Hospital,,14,9,23,22,23,3,1
Letterkenny University Hospital,,9,6,15,17,15,4,0
Mayo University Hospital,,4,9,13,7,13,7,0
Portiuncula University Hospital,,0,0,0,0,0,0,0
Roscommon University Hospital,,11,6,7,13,11,0,0
Sligo University Hospital,,6,7,13,11,13,4,0
Beaumont Hospital,,0,0,0,18,0,0,4
Cavan General Hospital,,4,0,4,3,0,0,0
Connolly Hospital,,0,0,0,0,0,0,0
